gb|FJ460181|+|1790-2582|ARO:3002617|aadA17 [Aeromonas media] 	792	0	792	+	>7591	2621	1687	2479	761	792	255	NM:i:31	AS:f:700.86	dv:f:0.0391414	id:f:0.960859	cg:Z:59=1X11=1X3=1X1=1X14=1X39=1X4=1X12=1X7=1X3=1X6=1X12=1X11=1X3=1X4=1X6=1X4=2X9=1X6=1X10=2X9=1X11=1X4=1X5=1X11=1X14=1X11=1X38=1X19=1X415=
gb|AY171244|+|46-838|ARO:3002618|aadA21 [Salmonella enterica subsp. enterica serovar Typhimurium] 	792	0	792	+	>7593	2524	711	1500	767	794	255	NM:i:27	AS:f:712.62	dv:f:0.034005	id:f:0.965995	cg:Z:7=1X8=1X1=2X4=1X1=1X4=1I1=1X1D13=2X1=2X7=1X11=1X3=1X1=1X14=1X39=1X4=1X486=1D1=1I57=1X23=3I39=1X42=
gb|AM261837|+|73-865|ARO:3002619|aadA22 [Salmonella enterica subsp. enterica serovar Typhimurium] 	792	0	792	+	>7593	2524	711	1500	767	793	255	NM:i:26	AS:f:715.56	dv:f:0.0327869	id:f:0.967213	cg:Z:7=1X8=1X1=2X4=1X1=1X4=1I1=1X1D13=2X1=2X7=1X11=1X3=1X1=1X14=1X39=1X4=1X545=1X23=3I39=1X30=1X11=
gb|AJ809407|+|118-898|ARO:3002620|aadA23 [Salmonella enterica subsp. enterica serovar Agona] 	780	8	780	+	>7593	2524	731	1500	751	773	255	NM:i:22	AS:f:707.32	dv:f:0.0284605	id:f:0.971539	cg:Z:4=1X1=1X4=1I1=1X1D13=2X1=2X7=1X11=1X3=1X1=1X14=1X39=1X4=1X296=1X248=1X23=3I39=1X42=
gb|DQ677333|+|0-780|ARO:3002621|aadA24 [Salmonella enterica subsp. enterica serovar Newport] 	780	8	780	+	>7593	2524	731	1500	758	773	255	NM:i:15	AS:f:727.9	dv:f:0.0194049	id:f:0.980595	cg:Z:4=1X1=1X4=1I1=1X1D13=2X1=2X7=1X623=1X23=3I12=1X69=
gb|CP003022|+|336788-337580|ARO:3003197|aadA25 [Pasteurella multocida 36950] 	792	0	790	+	>7591	2621	1687	2477	758	792	255	NM:i:34	AS:f:690.04	dv:f:0.0429293	id:f:0.957071	cg:Z:7=1X198=1X185=1X6=1X4=1X38=1X2=1X9=1X7=1X23=1X8=1X1=2X8=1D2=1I14=1X12=1X141=1D2=1I2=1X8=1X6=1X9=1X9=1X11=1X12=1X3=1X2=2X16=1X4=2X3=1X2=1X4=
gb|AF156486|+|5012-5792|ARO:3002602|aadA2 [Klebsiella pneumoniae] 	780	0	780	+	>7591	2621	1699	2479	780	780	255	NM:i:0	AS:f:780	dv:f:0	id:f:1	cg:Z:780=
gb|AF047479|+|1295-2087|ARO:3002603|aadA3 [Plasmid NR79] 	792	0	790	+	>7591	2621	1687	2477	782	790	255	NM:i:8	AS:f:766.48	dv:f:0.0101266	id:f:0.989873	cg:Z:751=1X2=2X16=1X4=2X3=1X2=1X4=
gb|AM040708.1|+|1173-1965|ARO:3004704|aadA8b [Escherichia coli] 	792	0	790	+	>7591	2621	1687	2477	765	791	255	NM:i:26	AS:f:713.56	dv:f:0.0328698	id:f:0.96713	cg:Z:7=1X198=1X431=2X1=1X5=1X2=1X18=1X11=1D2=1I2=1X8=1X6=1X9=1X9=1X11=1X12=1X1=1X1=1X2=2X16=1X4=2X3=1X2=1X4=
gb|AY139603|+|106-898|ARO:3002608|aadA8 [uncultured bacterium] 	792	0	790	+	>7591	2621	1687	2477	767	791	255	NM:i:24	AS:f:719.44	dv:f:0.0303413	id:f:0.969659	cg:Z:392=1X245=2X1=1X5=1X2=1X18=1X11=1D2=1I2=1X8=1X6=1X9=1X9=1X11=1X12=1X3=1X2=2X16=1X4=2X3=1X2=1X4=
gb|AF550679.1|-|80976-81768|ARO:3002601|aadA [Escherichia coli] 	792	0	792	+	>7593	2524	711	1500	787	792	255	NM:i:5	AS:f:777.3	dv:f:0.00631313	id:f:0.993687	cg:Z:683=1X23=3I39=1X42=
gb|AF078527|+|3769-4303|ARO:3000230|ANT(2'')-Ia [Pseudomonas aeruginosa] 	534	0	534	+	>20959	2956	66	600	534	534	255	NM:i:0	AS:f:534	dv:f:0	id:f:1	cg:Z:534=
gb|GQ900432.1|-|26737-27499|ARO:3003905|ANT(4')-Ib [Staphylococcus aureus] 	762	0	762	+	<117	4663	195	957	762	762	255	NM:i:0	AS:f:762	dv:f:0	id:f:1	cg:Z:762=
gb|X02588.1|+|330-1113|ARO:3002630|ANT(9)-Ia [Staphylococcus aureus] 	783	0	783	+	>499	6714	3648	4431	783	783	255	NM:i:0	AS:f:783	dv:f:0	id:f:1	cg:Z:783=
gb|BX664015.1|-|103017-103833|ARO:3002641|APH(3')-Ia [Serratia marcescens] 	816	0	816	+	<2645<22251	3710	75	891	815	816	255	NM:i:1	AS:f:813.06	dv:f:0.00122549	id:f:0.998775	cg:Z:229=1X586=
gb|AF313472|+|15593-16397|ARO:3002639|APH(3'')-Ib [Pseudomonas aeruginosa] 	804	0	804	+	>5093	1714	32	836	803	804	255	NM:i:1	AS:f:801.06	dv:f:0.00124378	id:f:0.998756	cg:Z:346=1X457=
gb|AF024602|+|3155-3992|ARO:3002660|APH(6)-Id [Pseudomonas aeruginosa] 	837	0	837	+	>5093	1714	835	1672	835	837	255	NM:i:2	AS:f:831.12	dv:f:0.00238949	id:f:0.997611	cg:Z:138=1X635=1X62=
gb|FO834906.1|+|304977-306633|ARO:3005053|ArnT [Klebsiella pneumoniae] 	1656	0	1656	+	<33285	33712	15101	16757	1645	1656	255	NM:i:11	AS:f:1623.66	dv:f:0.00664251	id:f:0.993357	cg:Z:80=1X258=1X6=1X1=1X103=1X4=1X177=1X44=1X161=1X107=1X163=1X541=
gb|U00096.3|-|3203309-3204131|ARO:3002986|bacA [Escherichia coli str. K-12 substr. MG1655] 	822	0	820	+	>7845	127107	6667	7487	795	820	255	NM:i:25	AS:f:746.5	dv:f:0.0304878	id:f:0.969512	cg:Z:149=1X26=1X2=1X2=1X2=1X11=1X14=1X5=1X2=1X8=1X20=1X11=1X48=1X28=1X32=1X15=1X16=1X62=1X47=1X2=1X35=1X26=1X74=1X1=1X105=1X52=
gb|V00622|+|243-903|ARO:3002683|catI [Escherichia coli] 	660	0	660	+	<77	3085	208	868	657	660	255	NM:i:3	AS:f:651.18	dv:f:0.00454545	id:f:0.995455	cg:Z:261=1X322=1X51=1X23=
gb|X53796.1|+|186-828|ARO:3004656|catII_from_Escherichia_coli_K-12 [Escherichia coli K-12] 	642	0	642	+	>173	1500	719	1361	617	642	255	NM:i:25	AS:f:568.5	dv:f:0.0389408	id:f:0.961059	cg:Z:47=1X74=1X9=1X1=1X2=1X75=1X7=1X8=1X11=1X50=1X44=1X8=1X8=1X23=1X47=1X5=1X23=1X5=1X24=1X13=1X33=1X34=1X8=1X12=1X7=1X39=
gb|KF921535.1|+|617-1091|ARO:3002859|dfrA14 [Escherichia coli] 	474	0	474	+	>27465	604	72	546	474	474	255	NM:i:0	AS:f:474	dv:f:0	id:f:1	cg:Z:474=
gb|AP009048|-|4338624-4340268|ARO:3003576|eptA [Escherichia coli str. K-12 substr. W3110] 	1644	0	1644	+	<7505	79789	20663	22307	1603	1645	255	NM:i:42	AS:f:1520.52	dv:f:0.0255319	id:f:0.974468	cg:Z:56=1X71=1X44=1X41=1X14=1X23=1X5=1X93=1X70=1X11=1X11=1X47=1X50=1X146=1X1=1X96=1X20=1X176=1X1=2X5=1X5=1X26=1X2=1X4=1X18=1X8=1X5=1X14=1X5=1X17=1X41=1X26=1X32=1X2=1X18=1X316=1X2=1I2=1D6=2X1=1X72=
gb|FO203501.1|+|5123640-5125365|ARO:3005047|eptB [Klebsiella pneumoniae subsp. rhinoscleromatis SB3432] 	1725	0	1725	+	>655	18772	15309	17034	1721	1725	255	NM:i:4	AS:f:1713.24	dv:f:0.00231884	id:f:0.997681	cg:Z:436=1X413=1X65=1X69=1X738=
gb|X03216.1|-|4550-5282|ARO:3000347|ErmA [Staphylococcus aureus] 	732	0	732	+	<499	6714	1426	2158	732	732	255	NM:i:0	AS:f:732	dv:f:0	id:f:1	cg:Z:732=
gb|FN649414.1|+|2765050-2766355|ARO:3004611|Escherichia_coli_ampC1_beta-lactamase [Escherichia coli ETEC H10407] 	1305	0	1305	+	>27823	21100	10684	11989	1246	1306	255	NM:i:60	AS:f:1128.6	dv:f:0.0459418	id:f:0.954058	cg:Z:38=1X2=1X41=1X11=1X26=1X17=1X16=1X10=1X16=1X2=1X17=1X17=1X25=1X3=1X4=2X8=1X26=1X17=1X11=1X8=1X62=1X11=1X2=1X2=1X2=1X2=2X1=1X2=1X14=1X14=1X122=1X17=1X53=1X19=1X39=1X8=1X5=1X6=1X16=1X2=1X18=1X28=1X2=1X71=1X74=1X29=1X53=1X77=1X2=1X8=1X33=1X34=1X11=1X5=1X27=1X1=1X54=1D2=1I3=
gb|U00096.3|-|4377810-4378944|ARO:3004290|Escherichia_coli_ampC [Escherichia coli str. K-12 substr. MG1655] 	1134	0	1134	+	>4579	16513	13480	14614	1111	1135	255	NM:i:24	AS:f:1063.44	dv:f:0.0211454	id:f:0.978855	cg:Z:21=1X34=1X68=1X131=1X128=1X183=1X31=1X21=1X16=1X32=1X11=1X81=1X19=1X62=1X40=1X52=1X28=1X20=1X71=1X29=1X1I2=1D17=1X3=1X11=
gb|AP012030.1|-|395553-396711|ARO:3004612|Escherichia_coli_ampH [Escherichia coli DH1] 	1158	0	1158	+	>33403	42656	38505	39663	1128	1158	255	NM:i:30	AS:f:1069.8	dv:f:0.0259067	id:f:0.974093	cg:Z:89=1X65=1X89=1X38=1X113=1X65=1X41=1X2=1X2=1X2=1X2=1X11=1X5=1X5=1X8=1X5=1X2=1X5=1X107=1X26=1X2=1X17=1X110=1X98=1X110=1X20=1X2=1X50=1X2=1X20=1X15=
gb|KP143090.1|-|1199-1619|ARO:3003209|FosA5 [Escherichia coli] 	420	0	420	+	<1851	79238	13888	14308	412	420	255	NM:i:8	AS:f:396.48	dv:f:0.0190476	id:f:0.980952	cg:Z:85=1X180=1X3=1X25=1X2=1X83=1X28=1X1=1X5=
gb|KU254579.1|+|59421-59841|ARO:3004111|FosA6 [Escherichia coli] 	420	0	420	+	<1851	79238	13888	14308	418	420	255	NM:i:2	AS:f:414.12	dv:f:0.0047619	id:f:0.995238	cg:Z:132=1X255=1X31=
gb|U00096.3|-|721055-721733|ARO:3003841|kdpE [Escherichia coli str. K-12 substr. MG1655] 	678	0	678	+	>7827	36552	19426	20104	655	678	255	NM:i:23	AS:f:610.38	dv:f:0.0339233	id:f:0.966077	cg:Z:269=1X23=1X50=1X14=1X26=1X14=1X56=1X2=1X5=1X14=1X14=1X11=1X15=1X1=1X2=1X2=1X11=1X23=1X20=1X20=1X2=1X14=1X29=1X18=
gb|AJ011502.1|+|300-1425|ARO:3004122|Klebsiella_pneumoniae_OmpK37 [Klebsiella pneumoniae] 	1125	0	1125	+	>4387	69055	5330	6485	1082	1156	255	NM:i:74	AS:f:907.44	dv:f:0.0640138	id:f:0.935986	cg:Z:209=1X95=1X29=1X2=1X44=1X80=1X11=1X119=1X26=1X62=1X1I2X1D2=1X3=1X1D2X2=1X4D1X1D1=1X3=1X1D3=3X1D2=1X4D4=1X8=1X38=1X38=1X1D1=1X3D1=1X2D1X2D1=2X1D2=1X1=2X2D1X1D2=1X3D1=1X1D2X2D10=1X282=
gb|KC243783|+|0-2007|ARO:3000617|mecA [Staphylococcus aureus] 	2007	0	2007	+	>32799	11363	7593	9600	2004	2007	255	NM:i:3	AS:f:1998.18	dv:f:0.00149477	id:f:0.998505	cg:Z:74=1X639=1X21=1X1270=
gb|BA000018.3|+|48893-49265|ARO:3000124|mecI [Staphylococcus aureus subsp. aureus N315] 	372	0	372	+	<32799	11363	5626	5998	371	372	255	NM:i:1	AS:f:369.06	dv:f:0.00268817	id:f:0.997312	cg:Z:42=1X329=
gb|CP000703.1|+|40848-42606|ARO:3000215|mecR1 [Staphylococcus aureus subsp. aureus JH9] 	1758	0	1758	+	<32799	11363	3869	5627	1757	1758	255	NM:i:1	AS:f:1755.06	dv:f:0.000568828	id:f:0.999431	cg:Z:1748=1X9=
gb|FO834906.1|-|2173974-2175099|ARO:3005044|OmpA [Klebsiella pneumoniae] 	1125	0	1125	+	<2227	24351	9172	10297	1122	1125	255	NM:i:3	AS:f:1116.18	dv:f:0.00266667	id:f:0.997333	cg:Z:383=1X610=1X21=1X108=
gb|M55547|+|0-825|ARO:3001404|OXA-9 [Klebsiella pneumoniae] 	825	0	825	+	>7593	2524	1559	2384	824	825	255	NM:i:1	AS:f:822.06	dv:f:0.00121212	id:f:0.998788	cg:Z:334=1X490=
gb|D16171|+|382-1042|ARO:3002689|plasmid-encoded_cat_(pp-cat) [Photobacterium damselae subsp. piscicida] 	660	0	660	+	<77	3085	208	868	649	660	255	NM:i:11	AS:f:627.66	dv:f:0.0166667	id:f:0.983333	cg:Z:128=1X2=1X5=1X23=1X99=1X19=1X87=1X1=1X32=1X8=1X222=1X23=
gb|U00096|+|2367070-2368039|ARO:3003578|pmrF [Escherichia coli str. K-12 substr. MG1655] 	969	0	969	+	<3167	45259	23376	24345	949	969	255	NM:i:20	AS:f:910.2	dv:f:0.0206398	id:f:0.97936	cg:Z:92=1X1=1X12=2X86=2X75=1X2=1X20=1X26=1X11=1X137=1X2=1X122=1X38=1X50=1X47=1X21=1X28=1X80=1X99=
gb|EU155018|+|0-861|ARO:3001150|SHV-101 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	853	861	255	NM:i:8	AS:f:837.48	dv:f:0.00929152	id:f:0.990708	cg:Z:91=1X536=1X70=1X2=1X1=1X14=1X41=1X8=1X90=
gb|EU024485|+|0-861|ARO:3001151|SHV-102 [Escherichia coli] 	861	0	861	+	<5151	3319	23	884	853	861	255	NM:i:8	AS:f:837.48	dv:f:0.00929152	id:f:0.990708	cg:Z:91=1X309=1X297=2X1=1X58=1X23=1X2=1X72=
gb|EU032604|+|0-861|ARO:3001152|SHV-103 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	854	861	255	NM:i:7	AS:f:840.42	dv:f:0.00813008	id:f:0.99187	cg:Z:91=1X264=1X342=1X2=1X45=1X12=1X23=1X75=
gb|EU274581|+|0-861|ARO:3001153|SHV-104 [Klebsiella pneumoniae] 	861	1	861	+	<5151	3319	24	884	854	860	255	NM:i:6	AS:f:842.36	dv:f:0.00697674	id:f:0.993023	cg:Z:90=1X499=1X107=1X2=1X16=1X41=1X99=
gb|FJ194944|+|46-907|ARO:3001154|SHV-105 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	853	861	255	NM:i:8	AS:f:837.48	dv:f:0.00929152	id:f:0.990708	cg:Z:9=1X81=1X22=1X241=1X97=1X249=1X53=1X2=1X99=
gb|AM941847|+|0-861|ARO:3001155|SHV-106 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	853	862	255	NM:i:9	AS:f:834.54	dv:f:0.0104408	id:f:0.989559	cg:Z:7=1X83=1X231=1X308=1X69=1X1I1=1X1D79=1X75=
gb|AM941848|+|0-861|ARO:3001156|SHV-107 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	855	861	255	NM:i:6	AS:f:843.36	dv:f:0.00696864	id:f:0.993031	cg:Z:323=1X366=1X8=1X2=1X16=1X41=1X99=
gb|HM751100|+|0-861|ARO:3001157|SHV-108 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	853	861	255	NM:i:8	AS:f:837.48	dv:f:0.00929152	id:f:0.990708	cg:Z:356=1X52=1X289=1X2=1X1=1X56=1X2=1X20=1X75=
gb|EU418913|+|16-877|ARO:3001158|SHV-109 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	854	861	255	NM:i:7	AS:f:840.42	dv:f:0.00813008	id:f:0.99187	cg:Z:16=1X546=1X135=1X2=1X16=1X41=1X22=1X76=
gb|HQ877615|+|0-861|ARO:3001159|SHV-110 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	854	861	255	NM:i:7	AS:f:840.42	dv:f:0.00813008	id:f:0.99187	cg:Z:323=1X32=1X97=1X244=1X2=1X58=1X23=1X75=
gb|AB372881|+|8-869|ARO:3001160|SHV-111 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	852	862	255	NM:i:10	AS:f:831.6	dv:f:0.0116009	id:f:0.988399	cg:Z:91=1X264=1X150=1X191=1X2=1X1I1=1X1D52=1X2=1X99=
gb|KJ776406|+|16-877|ARO:3001340|SHV-119 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	854	861	255	NM:i:7	AS:f:840.42	dv:f:0.00813008	id:f:0.99187	cg:Z:6=1X52=1X404=1X234=1X2=1X1=1X56=1X99=
gb|X98101|+|73-934|ARO:3001070|SHV-11 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	857	861	255	NM:i:4	AS:f:849.24	dv:f:0.00464576	id:f:0.995354	cg:Z:323=1X375=1X2=1X58=1X99=
gb|JF812965|+|0-861|ARO:3001167|SHV-120 [Escherichia coli] 	861	0	861	+	<5151	3319	23	884	856	861	255	NM:i:5	AS:f:846.3	dv:f:0.0058072	id:f:0.994193	cg:Z:91=1X309=1X297=1X61=1X23=1X75=
gb|HQ661362|+|71-932|ARO:3001168|SHV-121 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	854	861	255	NM:i:7	AS:f:840.42	dv:f:0.00813008	id:f:0.99187	cg:Z:39=1X12=1X319=1X326=1X2=1X1=1X56=1X99=
gb|HM751103.1|+|0-864|ARO:3001169|SHV-122 [Klebsiella pneumoniae] 	864	0	864	+	<5151	3319	23	884	855	865	255	NM:i:10	AS:f:834.6	dv:f:0.0115607	id:f:0.988439	cg:Z:356=1X120=1I3=1I2=1I2=1X214=1X2=1X1I1=1X1D155=
gb|GQ390805|+|0-813|ARO:3001170|SHV-123 [Klebsiella pneumoniae] 	813	0	813	+	<5151	3319	23	836	807	813	255	NM:i:6	AS:f:795.36	dv:f:0.00738007	id:f:0.99262	cg:Z:401=1X336=2X5=1X15=1X23=1X27=
gb|GQ390806|+|0-813|ARO:3001171|SHV-124 [Klebsiella pneumoniae] 	813	0	813	+	<5151	3319	23	836	808	813	255	NM:i:5	AS:f:798.3	dv:f:0.00615006	id:f:0.99385	cg:Z:80=1X10=1X309=1X359=1X23=1X27=
gb|GQ390807|+|0-813|ARO:3001172|SHV-125 [Klebsiella pneumoniae] 	813	0	813	+	<5151	3319	23	836	805	813	255	NM:i:8	AS:f:789.48	dv:f:0.0098401	id:f:0.99016	cg:Z:18=2X71=1X309=1X297=1X2=1X58=1X23=1X27=
gb|GQ390808|+|0-813|ARO:3001173|SHV-126 [Escherichia coli] 	813	0	813	+	<5151	3319	23	836	808	813	255	NM:i:5	AS:f:798.3	dv:f:0.00615006	id:f:0.99385	cg:Z:91=1X309=1X297=1X60=1X24=1X27=
gb|GQ390809|+|0-813|ARO:3001174|SHV-127 [Klebsiella pneumoniae] 	813	0	813	+	<5151	3319	23	836	805	813	255	NM:i:8	AS:f:789.48	dv:f:0.0098401	id:f:0.99016	cg:Z:7=1X83=1X309=1X297=1X2=1X46=1X11=1X23=1X27=
gb|GU932590|+|0-861|ARO:3001175|SHV-128 [Enterobacter cloacae] 	861	0	861	+	<5151	3319	23	884	856	862	255	NM:i:6	AS:f:843.36	dv:f:0.00696056	id:f:0.993039	cg:Z:350=1X3=1X406=1X64=1D1=1I10=1X22=
gb|GU827715|+|0-861|ARO:3001176|SHV-129 [Escherichia coli] 	861	0	861	+	<5151	3319	23	884	857	861	255	NM:i:4	AS:f:849.24	dv:f:0.00464576	id:f:0.995354	cg:Z:761=1X43=3X53=
gb|AJ920369|+|23-860|ARO:3001071|SHV-12 [Escherichia coli] 	837	0	837	+	<5151	3319	23	860	836	837	255	NM:i:1	AS:f:834.06	dv:f:0.00119474	id:f:0.998805	cg:Z:761=1X75=
gb|AB551737|+|14-875|ARO:3001177|SHV-133 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	854	861	255	NM:i:7	AS:f:840.42	dv:f:0.00813008	id:f:0.99187	cg:Z:91=1X538=1X68=1X2=1X16=1X41=1X8=1X90=
gb|HM559945|+|0-861|ARO:3001178|SHV-134 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	859	861	255	NM:i:2	AS:f:855.12	dv:f:0.00232288	id:f:0.997677	cg:Z:447=1X313=1X99=
gb|HQ637576|+|0-861|ARO:3001179|SHV-135 [Escherichia coli] 	861	0	861	+	<5151	3319	23	884	855	861	255	NM:i:6	AS:f:843.36	dv:f:0.00696864	id:f:0.993031	cg:Z:78=1X467=1X152=1X2=1X16=1X41=1X99=
gb|HQ661363|+|71-932|ARO:3001181|SHV-137 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	852	861	255	NM:i:9	AS:f:834.54	dv:f:0.010453	id:f:0.989547	cg:Z:91=1X231=1X103=1X271=1X2=1X1=1X36=1X19=1X23=1X75=
gb|AF164577|+|0-861|ARO:3001072|SHV-13 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	858	862	255	NM:i:4	AS:f:849.24	dv:f:0.00464037	id:f:0.99536	cg:Z:699=1D2=1X1I58=1X99=
gb|JN051143|+|0-861|ARO:3001182|SHV-140 [Klebsiella pneumoniae] 	861	2	861	+	<5151	3319	25	884	850	859	255	NM:i:9	AS:f:832.54	dv:f:0.0104773	id:f:0.989523	cg:Z:89=1X141=1X45=1X76=1X342=1X2=1X1=1X53=1X2=1X99=
gb|JQ388884|+|0-861|ARO:3001183|SHV-141 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	854	861	255	NM:i:7	AS:f:840.42	dv:f:0.00813008	id:f:0.99187	cg:Z:91=1X22=1X241=1X345=1X1=1X53=1X2=1X99=
gb|JQ029959|+|28-889|ARO:3001184|SHV-142 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	855	861	255	NM:i:6	AS:f:843.36	dv:f:0.00696864	id:f:0.993031	cg:Z:39=1X659=1X2=1X16=1X41=1X8=1X90=
gb|JQ341060.1|-|881-1742|ARO:3001344|SHV-143 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	852	862	255	NM:i:10	AS:f:831.6	dv:f:0.0116009	id:f:0.988399	cg:Z:91=1X309=1X76=1X220=1X2=1X1I1=1X1D55=1X23=1X75=
gb|JQ926986|+|0-861|ARO:3001345|SHV-144 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	854	861	255	NM:i:7	AS:f:840.42	dv:f:0.00813008	id:f:0.99187	cg:Z:356=1X67=1X274=1X2=1X1=1X53=1X2=1X99=
gb|JX013655|+|0-861|ARO:3001185|SHV-145 [Klebsiella pneumoniae] 	861	0	861	+	<5151	3319	23	884	855	861	255	NM:i:6	AS:f:843.36	dv:f:0.00696864	id:f:0.993031	cg:Z:91=1X260=1X346=1X2=1X16=1X41=1X99=
gb|JX121114|+|0-858|ARO:3001186|SHV-147 [Klebsiella pneumoniae] 	858	0	858	+	<5151	3319	23	881	851	858	255	NM:i:7	AS:f:837.42	dv:f:0.00815851	id:f:0.991841	cg:Z:91=1X106=1X500=1X2=1X16=1X41=1X24=1X71=
